Trace               ,Cache Size  ,Policy      ,Hits        ,Misses      ,Hit Ratio   , Time(s)     ,DynamodbDRAM,DynamodbSSD ,MongodbDRAM ,MongodbSSD  ,SqlDRAM     ,SqlSSD      
zipf_1.0_0.0.tr     ,60000       ,LRU         ,1455813     ,544187      ,0.7279065   ,1.0931      ,6169776.5   ,9809309     ,27937256.5  ,31576789    ,55146606.5  ,58786139    
zipf_1.0_0.0.tr     ,70000       ,LRU         ,1480143     ,519857      ,0.7400715   ,1.1775      ,5938641.5   ,9638999     ,26732921.5  ,30433279    ,52725771.5  ,56426129    
zipf_1.0_0.0.tr     ,80000       ,LRU         ,1500561     ,499439      ,0.7502805   ,1.2321      ,5744670.5   ,9496073     ,25722230.5  ,29473633    ,50694180.5  ,54445583    
zipf_1.0_0.0.tr     ,90000       ,LRU         ,1518455     ,481545      ,0.7592275   ,1.2922      ,5574677.5   ,9370815     ,24836477.5  ,28632615    ,48913727.5  ,52709865    
zipf_1.0_0.0.tr     ,100000      ,LRU         ,1534004     ,465996      ,0.767002    ,1.3066      ,5426962.0   ,9261972     ,24066802.0  ,27901812    ,47366602.0  ,51201612    
zipf_1.0_0.0.tr     ,200000      ,LRU         ,1624266     ,375734      ,0.812133    ,1.4575      ,4569473.0   ,8630138     ,19598833.0  ,23659498    ,38385533.0  ,42446198    
zipf_1.0_0.0.tr     ,300000      ,LRU         ,1654789     ,345211      ,0.8273945   ,1.9097      ,4279504.5   ,8416477     ,18087944.5  ,22224917    ,35348494.5  ,39485467    
zipf_1.0_0.0.tr     ,400000      ,LRU         ,1657362     ,342638      ,0.828681    ,1.4822      ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.0_0.0.tr     ,500000      ,LRU         ,1657362     ,342638      ,0.828681    ,1.5511      ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.0_0.0.tr     ,600000      ,LRU         ,1657362     ,342638      ,0.828681    ,1.59        ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.0_0.0.tr     ,700000      ,LRU         ,1657362     ,342638      ,0.828681    ,1.1712      ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.0_0.0.tr     ,800000      ,LRU         ,1657362     ,342638      ,0.828681    ,1.811       ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.0_0.0.tr     ,900000      ,LRU         ,1657362     ,342638      ,0.828681    ,1.6764      ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.0_0.0.tr     ,1000000     ,LRU         ,1657362     ,342638      ,0.828681    ,1.0586      ,4255061.0   ,8398466     ,17960581.0  ,22103986    ,35092481.0  ,39235886    
zipf_1.1_0.0.tr     ,1000        ,LRU         ,2000179     ,1999821     ,0.50004475  ,1.0661      ,20998299.5  ,25998747    ,100991139.5 ,105991587   ,200982189.5 ,205982637   
zipf_1.1_0.0.tr     ,2000        ,LRU         ,2210398     ,1789602     ,0.5525995   ,1.1093      ,19001219.0  ,24527214    ,90585299.0  ,96111294    ,180065399.0 ,185591394   
zipf_1.1_0.0.tr     ,3000        ,LRU         ,2331296     ,1668704     ,0.582824    ,1.0157      ,17852688.0  ,23680928    ,84600848.0  ,90429088    ,168036048.0 ,173864288   
zipf_1.1_0.0.tr     ,4000        ,LRU         ,2416135     ,1583865     ,0.60403375  ,1.0063      ,17046717.5  ,23087055    ,80401317.5  ,86441655    ,159594567.5 ,165634905   
zipf_1.1_0.0.tr     ,5000        ,LRU         ,2481071     ,1518929     ,0.62026775  ,1.0246      ,16429825.5  ,22632503    ,77186985.5  ,83389663    ,153133435.5 ,159336113   
zipf_1.1_0.0.tr     ,6000        ,LRU         ,2534098     ,1465902     ,0.6335245   ,0.9929      ,15926069.0  ,22261314    ,74562149.0  ,80897394    ,147857249.0 ,154192494   
zipf_1.1_0.0.tr     ,7000        ,LRU         ,2578496     ,1421504     ,0.644624    ,1.0017      ,15504288.0  ,21950528    ,72364448.0  ,78810688    ,143439648.0 ,149885888   
zipf_1.1_0.0.tr     ,8000        ,LRU         ,2616477     ,1383523     ,0.65411925  ,0.9898      ,15143468.5  ,21684661    ,70484388.5  ,77025581    ,139660538.5 ,146201731   
zipf_1.1_0.0.tr     ,9000        ,LRU         ,2650260     ,1349740     ,0.662565    ,1.0069      ,14822530.0  ,21448180    ,68812130.0  ,75437780    ,136299130.0 ,142924780   
zipf_1.1_0.0.tr     ,10000       ,LRU         ,2679861     ,1320139     ,0.66996525  ,1.0598      ,14541320.5  ,21240973    ,67346880.5  ,74046533    ,133353830.5 ,140053483   
zipf_1.1_0.0.tr     ,20000       ,LRU         ,2875154     ,1124846     ,0.7187885   ,0.9886      ,12686037.0  ,19873922    ,57679877.0  ,64867762    ,113922177.0 ,121110062   
zipf_1.1_0.0.tr     ,30000       ,LRU         ,2986625     ,1013375     ,0.74665625  ,0.9763      ,11627062.5  ,19093625    ,52162062.5  ,59628625    ,102830812.5 ,110297375   
zipf_1.1_0.0.tr     ,40000       ,LRU         ,3065538     ,934462      ,0.7663845   ,0.9977      ,10877389.0  ,18541234    ,48255869.0  ,55919714    ,94978969.0  ,102642814   
zipf_1.1_0.0.tr     ,50000       ,LRU         ,3125555     ,874445      ,0.78138875  ,0.9928      ,10307227.5  ,18121115    ,45285027.5  ,53098915    ,89007277.5  ,96821165    
zipf_1.1_0.0.tr     ,60000       ,LRU         ,3174268     ,825732      ,0.793567    ,0.99        ,9844454.0   ,17780124    ,42873734.0  ,50809404    ,84160334.0  ,92096004    
zipf_1.1_0.0.tr     ,70000       ,LRU         ,3214935     ,785065      ,0.80373375  ,0.9842      ,9458117.5   ,17495455    ,40860717.5  ,48898055    ,80113967.5  ,88151305    
zipf_1.1_0.0.tr     ,80000       ,LRU         ,3249299     ,750701      ,0.81232475  ,1.0028      ,9131659.5   ,17254907    ,39159699.5  ,47282947    ,76694749.5  ,84817997    
zipf_1.1_0.0.tr     ,90000       ,LRU         ,3279514     ,720486      ,0.8198785   ,1.065       ,8844617.0   ,17043402    ,37664057.0  ,45862842    ,73688357.0  ,81887142    
zipf_1.1_0.0.tr     ,100000      ,LRU         ,3306068     ,693932      ,0.826517    ,1.0113      ,8592354.0   ,16857524    ,36349634.0  ,44614804    ,71046234.0  ,79311404    
zipf_1.1_0.0.tr     ,200000      ,LRU         ,3465844     ,534156      ,0.866461    ,1.0184      ,7074482.0   ,15739092    ,28440722.0  ,37105332    ,55148522.0  ,63813132    
zipf_1.1_0.0.tr     ,300000      ,LRU         ,3536397     ,463603      ,0.88409925  ,1.0102      ,6404228.5   ,15245221    ,24948348.5  ,33789341    ,48128498.5  ,56969491    
zipf_1.1_0.0.tr     ,400000      ,LRU         ,3563569     ,436431      ,0.89089225  ,2.2675      ,6146094.5   ,15055017    ,23603334.5  ,32512257    ,45424884.5  ,54333807    
zipf_1.1_0.0.tr     ,500000      ,LRU         ,3565333     ,434667      ,0.89133325  ,0.9974      ,6129336.5   ,15042669    ,23516016.5  ,32429349    ,45249366.5  ,54162699    
zipf_1.1_0.0.tr     ,600000      ,LRU         ,3565333     ,434667      ,0.89133325  ,0.9787      ,6129336.5   ,15042669    ,23516016.5  ,32429349    ,45249366.5  ,54162699    
zipf_1.1_0.0.tr     ,700000      ,LRU         ,3565333     ,434667      ,0.89133325  ,0.9671      ,6129336.5   ,15042669    ,23516016.5  ,32429349    ,45249366.5  ,54162699    
zipf_1.1_0.0.tr     ,800000      ,LRU         ,3565333     ,434667      ,0.89133325  ,0.9725      ,6129336.5   ,15042669    ,23516016.5  ,32429349    ,45249366.5  ,54162699    
zipf_1.1_0.0.tr     ,900000      ,LRU         ,3565333     ,434667      ,0.89133325  ,0.9708      ,6129336.5   ,15042669    ,23516016.5  ,32429349    ,45249366.5  ,54162699    
zipf_1.1_0.0.tr     ,1000000     ,LRU         ,3565333     ,434667      ,0.89133325  ,0.9581      ,6129336.5   ,15042669    ,23516016.5  ,32429349    ,45249366.5  ,54162699    
zipf_1.2_0.0.tr     ,1000        ,LRU         ,3520167     ,2479833     ,0.5866945   ,0.9384      ,26558413.5  ,35358831    ,125751733.5 ,134552151   ,249743383.5 ,258543801   
zipf_1.2_0.0.tr     ,2000        ,LRU         ,3811179     ,2188821     ,0.6351965   ,0.9111      ,23793799.5  ,33321747    ,111346639.5 ,120874587   ,220787689.5 ,230315637   
zipf_1.2_0.0.tr     ,3000        ,LRU         ,3974694     ,2025306     ,0.662449    ,0.9125      ,22240407.0  ,32177142    ,103252647.0 ,113189382   ,204517947.0 ,214454682   
zipf_1.2_0.0.tr     ,4000        ,LRU         ,4087787     ,1912213     ,0.6812978333333334,0.8994      ,21166023.5  ,31385491    ,97654543.5  ,107874011   ,193265193.5 ,203484661   
zipf_1.2_0.0.tr     ,5000        ,LRU         ,4173486     ,1826514     ,0.695581    ,0.9082      ,20351883.0  ,30785598    ,93412443.0  ,103846158   ,184738143.0 ,195171858   
zipf_1.2_0.0.tr     ,6000        ,LRU         ,4242863     ,1757137     ,0.7071438333333333,0.8868      ,19692801.5  ,30299959    ,89978281.5  ,100585439   ,177835131.5 ,188442289   
zipf_1.2_0.0.tr     ,7000        ,LRU         ,4300422     ,1699578     ,0.716737    ,0.8827      ,19145991.0  ,29897046    ,87129111.0  ,97880166    ,172108011.0 ,182859066   
zipf_1.2_0.0.tr     ,8000        ,LRU         ,4349784     ,1650216     ,0.724964    ,0.8838      ,18677052.0  ,29551512    ,84685692.0  ,95560152    ,167196492.0 ,178070952   
zipf_1.2_0.0.tr     ,9000        ,LRU         ,4393176     ,1606824     ,0.732196    ,0.8757      ,18264828.0  ,29247768    ,82537788.0  ,93520728    ,162878988.0 ,173861928   
zipf_1.2_0.0.tr     ,10000       ,LRU         ,4431195     ,1568805     ,0.7385325   ,0.8784      ,17903647.5  ,28981635    ,80655847.5  ,91733835    ,159096097.5 ,170174085   
zipf_1.2_0.0.tr     ,20000       ,LRU         ,4677540     ,1322460     ,0.77959     ,0.88        ,15563370.0  ,27257220    ,68461770.0  ,80155620    ,134584770.0 ,146278620   
zipf_1.2_0.0.tr     ,30000       ,LRU         ,4816599     ,1183401     ,0.8027665   ,0.8943      ,14242309.5  ,26283807    ,61578349.5  ,73619847    ,120748399.5 ,132789897   
zipf_1.2_0.0.tr     ,40000       ,LRU         ,4913178     ,1086822     ,0.818863    ,0.8949      ,13324809.0  ,25607754    ,56797689.0  ,69080634    ,111138789.0 ,123421734   
zipf_1.2_0.0.tr     ,50000       ,LRU         ,4986131     ,1013869     ,0.8310218333333333,0.8775      ,12631755.5  ,25097083    ,53186515.5  ,65651843    ,103879965.5 ,116345293   
zipf_1.2_0.0.tr     ,60000       ,LRU         ,5045309     ,954691      ,0.8408848333333333,0.8908      ,12069564.5  ,24682837    ,50257204.5  ,62870477    ,97991754.5  ,110605027   
zipf_1.2_0.0.tr     ,70000       ,LRU         ,5094621     ,905379      ,0.8491035   ,0.905       ,11601100.5  ,24337653    ,47816260.5  ,60552813    ,93085210.5  ,105821763   
zipf_1.2_0.0.tr     ,80000       ,LRU         ,5136200     ,863800      ,0.8560333333333333,0.9025      ,11206100.0  ,24046600    ,45758100.0  ,58598600    ,88948100.0  ,101788600   
zipf_1.2_0.0.tr     ,90000       ,LRU         ,5172593     ,827407      ,0.8620988333333334,0.8954      ,10860366.5  ,23791849    ,43956646.5  ,56888129    ,85326996.5  ,98258479    
zipf_1.2_0.0.tr     ,100000      ,LRU         ,5204627     ,795373      ,0.8674378333333334,0.8903      ,10556043.5  ,23567611    ,42370963.5  ,55382531    ,82139613.5  ,95151181    
zipf_1.2_0.0.tr     ,200000      ,LRU         ,5397693     ,602307      ,0.8996155   ,0.9039      ,8721916.5   ,22216149    ,32814196.5  ,46308429    ,62929546.5  ,76423779    
zipf_1.2_0.0.tr     ,300000      ,LRU         ,5486396     ,513604      ,0.9143993333333333,0.9039      ,7879238.0   ,21595228    ,28423398.0  ,42139388    ,54103598.0  ,67819588    
zipf_1.2_0.0.tr     ,400000      ,LRU         ,5525983     ,474017      ,0.9209971666666666,0.902       ,7503161.5   ,21318119    ,26463841.5  ,40278799    ,50164691.5  ,63979649    
zipf_1.2_0.0.tr     ,500000      ,LRU         ,5532968     ,467032      ,0.9221613333333334,2.4165      ,7436804.0   ,21269224    ,26118084.0  ,39950504    ,49469684.0  ,63302104    
zipf_1.2_0.0.tr     ,600000      ,LRU         ,5532968     ,467032      ,0.9221613333333334,0.8759      ,7436804.0   ,21269224    ,26118084.0  ,39950504    ,49469684.0  ,63302104    
zipf_1.2_0.0.tr     ,700000      ,LRU         ,5532968     ,467032      ,0.9221613333333334,0.8799      ,7436804.0   ,21269224    ,26118084.0  ,39950504    ,49469684.0  ,63302104    
zipf_1.2_0.0.tr     ,800000      ,LRU         ,5532968     ,467032      ,0.9221613333333334,0.8868      ,7436804.0   ,21269224    ,26118084.0  ,39950504    ,49469684.0  ,63302104    
zipf_1.2_0.0.tr     ,900000      ,LRU         ,5532968     ,467032      ,0.9221613333333334,0.882       ,7436804.0   ,21269224    ,26118084.0  ,39950504    ,49469684.0  ,63302104    
zipf_1.2_0.0.tr     ,1000000     ,LRU         ,5532968     ,467032      ,0.9221613333333334,0.8728      ,7436804.0   ,21269224    ,26118084.0  ,39950504    ,49469684.0  ,63302104    
zipf_1.3_0.0.tr     ,1000        ,LRU         ,5257106     ,2742894     ,0.65713825  ,0.8482      ,30057493.0  ,43200258    ,139773253.0 ,152916018   ,276917953.0 ,290060718   
zipf_1.3_0.0.tr     ,2000        ,LRU         ,5603705     ,2396295     ,0.700463125 ,0.8431      ,26764802.5  ,40774065    ,122616602.5 ,136625865   ,242431352.5 ,256440615   
zipf_1.3_0.0.tr     ,3000        ,LRU         ,5794795     ,2205205     ,0.724349375 ,0.8432      ,24949447.5  ,39436435    ,113157647.5 ,127644635   ,223417897.5 ,237904885   
zipf_1.3_0.0.tr     ,4000        ,LRU         ,5925690     ,2074310     ,0.74071125  ,0.838       ,23705945.0  ,38520170    ,106678345.0 ,121492570   ,210393845.0 ,225208070   
zipf_1.3_0.0.tr     ,5000        ,LRU         ,6024110     ,1975890     ,0.75301375  ,0.8383      ,22770955.0  ,37831230    ,101806555.0 ,116866830   ,200601055.0 ,215661330   
zipf_1.3_0.0.tr     ,6000        ,LRU         ,6103265     ,1896735     ,0.762908125 ,0.8434      ,22018982.5  ,37277145    ,97888382.5  ,113146545   ,192725132.5 ,207983295   
zipf_1.3_0.0.tr     ,7000        ,LRU         ,6168692     ,1831308     ,0.7710865   ,0.8317      ,21397426.0  ,36819156    ,94649746.0  ,110071476   ,186215146.0 ,201636876   
zipf_1.3_0.0.tr     ,8000        ,LRU         ,6224693     ,1775307     ,0.778086625 ,0.8213      ,20865416.5  ,36427149    ,91877696.5  ,107439429   ,180643046.5 ,196204779   
zipf_1.3_0.0.tr     ,9000        ,LRU         ,6273568     ,1726432     ,0.784196    ,0.8283      ,20401104.0  ,36085024    ,89458384.0  ,105142304   ,175779984.0 ,191463904   
zipf_1.3_0.0.tr     ,10000       ,LRU         ,6316457     ,1683543     ,0.789557125 ,0.826       ,19993658.5  ,35784801    ,87335378.5  ,103126521   ,171512528.5 ,187303671   
zipf_1.3_0.0.tr     ,20000       ,LRU         ,6590731     ,1409269     ,0.823841375 ,0.8137      ,17388055.5  ,33864883    ,73758815.5  ,90235643    ,144222265.5 ,160699093   
zipf_1.3_0.0.tr     ,30000       ,LRU         ,6743445     ,1256555     ,0.842930625 ,0.8307      ,15937272.5  ,32795885    ,66199472.5  ,83058085    ,129027222.5 ,145885835   
zipf_1.3_0.0.tr     ,40000       ,LRU         ,6848723     ,1151277     ,0.856090375 ,0.8307      ,14937131.5  ,32058939    ,60988211.5  ,78110019    ,118552061.5 ,135673869   
zipf_1.3_0.0.tr     ,50000       ,LRU         ,6928091     ,1071909     ,0.866011375 ,0.841       ,14183135.5  ,31503363    ,57059495.5  ,74379723    ,110654945.5 ,127975173   
zipf_1.3_0.0.tr     ,60000       ,LRU         ,6991968     ,1008032     ,0.873996    ,0.826       ,13576304.0  ,31056224    ,53897584.0  ,71377504    ,104299184.0 ,121779104   
zipf_1.3_0.0.tr     ,70000       ,LRU         ,7045271     ,954729      ,0.880658875 ,0.8409      ,13069925.5  ,30683103    ,51259085.5  ,68872263    ,98995535.5  ,116608713   
zipf_1.3_0.0.tr     ,80000       ,LRU         ,7089981     ,910019      ,0.886247625 ,0.8323      ,12645180.5  ,30370133    ,49045940.5  ,66770893    ,94546890.5  ,112271843   
zipf_1.3_0.0.tr     ,90000       ,LRU         ,7129205     ,870795      ,0.891150625 ,0.8451      ,12272552.5  ,30095565    ,47104352.5  ,64927365    ,90644102.5  ,108467115   
zipf_1.3_0.0.tr     ,100000      ,LRU         ,7163647     ,836353      ,0.895455875 ,0.8438      ,11945353.5  ,29854471    ,45399473.5  ,63308591    ,87217123.5  ,105126241   
zipf_1.3_0.0.tr     ,200000      ,LRU         ,7371291     ,628709      ,0.921411375 ,0.8295      ,9972735.5   ,28400963    ,35121095.5  ,53549323    ,66556545.5  ,84984773    
zipf_1.3_0.0.tr     ,300000      ,LRU         ,7467500     ,532500      ,0.9334375   ,0.8438      ,9058750.0   ,27727500    ,30358750.0  ,49027500    ,56983750.0  ,75652500    
zipf_1.3_0.0.tr     ,400000      ,LRU         ,7511935     ,488065      ,0.938991875 ,0.8442      ,8636617.5   ,27416455    ,28159217.5  ,46939055    ,52562467.5  ,71342305    
zipf_1.3_0.0.tr     ,500000      ,LRU         ,7521653     ,478347      ,0.940206625 ,1.1441      ,8544296.5   ,27348429    ,27678176.5  ,46482309    ,51595526.5  ,70399659    
zipf_1.3_0.0.tr     ,600000      ,LRU         ,7521653     ,478347      ,0.940206625 ,0.8155      ,8544296.5   ,27348429    ,27678176.5  ,46482309    ,51595526.5  ,70399659    
zipf_1.3_0.0.tr     ,700000      ,LRU         ,7521653     ,478347      ,0.940206625 ,0.8177      ,8544296.5   ,27348429    ,27678176.5  ,46482309    ,51595526.5  ,70399659    
zipf_1.3_0.0.tr     ,800000      ,LRU         ,7521653     ,478347      ,0.940206625 ,0.8286      ,8544296.5   ,27348429    ,27678176.5  ,46482309    ,51595526.5  ,70399659    
zipf_1.3_0.0.tr     ,900000      ,LRU         ,7521653     ,478347      ,0.940206625 ,0.8245      ,8544296.5   ,27348429    ,27678176.5  ,46482309    ,51595526.5  ,70399659    
zipf_1.3_0.0.tr     ,1000000     ,LRU         ,7521653     ,478347      ,0.940206625 ,0.8237      ,8544296.5   ,27348429    ,27678176.5  ,46482309    ,51595526.5  ,70399659    
zipf_1.4_0.0.tr     ,1000        ,LRU         ,7119758     ,2880242     ,0.7119758   ,0.7971      ,32362299.0  ,50161694    ,147571979.0 ,165371374   ,291584079.0 ,309383474   
zipf_1.4_0.0.tr     ,2000        ,LRU         ,7501770     ,2498230     ,0.750177    ,0.7891      ,28733185.0  ,47487610    ,128662385.0 ,147416810   ,253573885.0 ,272328310   
zipf_1.4_0.0.tr     ,3000        ,LRU         ,7709358     ,2290642     ,0.7709358   ,0.7915      ,26761099.0  ,46034494    ,118386779.0 ,137660174   ,232918879.0 ,252192274   
zipf_1.4_0.0.tr     ,4000        ,LRU         ,7850380     ,2149620     ,0.785038    ,0.7932      ,25421390.0  ,45047340    ,111406190.0 ,131032140   ,218887190.0 ,238513140   
zipf_1.4_0.0.tr     ,5000        ,LRU         ,7955776     ,2044224     ,0.7955776   ,0.8037      ,24420128.0  ,44309568    ,106189088.0 ,126078528   ,208400288.0 ,228289728   
zipf_1.4_0.0.tr     ,6000        ,LRU         ,8040174     ,1959826     ,0.8040174   ,0.8101      ,23618347.0  ,43718782    ,102011387.0 ,122111822   ,200002687.0 ,220103122   
zipf_1.4_0.0.tr     ,7000        ,LRU         ,8109726     ,1890274     ,0.8109726   ,0.7975      ,22957603.0  ,43231918    ,98568563.0  ,118842878   ,193082263.0 ,213356578   
zipf_1.4_0.0.tr     ,8000        ,LRU         ,8169219     ,1830781     ,0.8169219   ,0.8011      ,22392419.5  ,42815467    ,95623659.5  ,116046707   ,187162709.5 ,207585757   
zipf_1.4_0.0.tr     ,9000        ,LRU         ,8221011     ,1778989     ,0.8221011   ,0.7891      ,21900395.5  ,42452923    ,93059955.5  ,113612483   ,182009405.5 ,202561933   
zipf_1.4_0.0.tr     ,10000       ,LRU         ,8266408     ,1733592     ,0.8266408   ,0.7978      ,21469124.0  ,42135144    ,90812804.0  ,111478824   ,177492404.0 ,198158424   
zipf_1.4_0.0.tr     ,20000       ,LRU         ,8554654     ,1445346     ,0.8554654   ,0.7831      ,18730787.0  ,40117422    ,76544627.0  ,97931262    ,148811927.0 ,170198562   
zipf_1.4_0.0.tr     ,30000       ,LRU         ,8713792     ,1286208     ,0.8713792   ,0.7899      ,17218976.0  ,39003456    ,68667296.0  ,90451776    ,132977696.0 ,154762176   
zipf_1.4_0.0.tr     ,40000       ,LRU         ,8823083     ,1176917     ,0.8823083   ,0.7913      ,16180711.5  ,38238419    ,63257391.5  ,85315099    ,122103241.5 ,144160949   
zipf_1.4_0.0.tr     ,50000       ,LRU         ,8905130     ,1094870     ,0.890513    ,0.7969      ,15401265.0  ,37664090    ,59196065.0  ,81458890    ,113939565.0 ,136202390   
zipf_1.4_0.0.tr     ,60000       ,LRU         ,8971271     ,1028729     ,0.8971271   ,0.799       ,14772925.5  ,37201103    ,55922085.5  ,78350263    ,107358535.5 ,129786713   
zipf_1.4_0.0.tr     ,70000       ,LRU         ,9026413     ,973587      ,0.9026413   ,0.824       ,14249076.5  ,36815109    ,53192556.5  ,75758589    ,101871906.5 ,124437939   
zipf_1.4_0.0.tr     ,80000       ,LRU         ,9072520     ,927480      ,0.907252    ,0.7977      ,13811060.0  ,36492360    ,50910260.0  ,73591560    ,97284260.0  ,119965560   
zipf_1.4_0.0.tr     ,90000       ,LRU         ,9112783     ,887217      ,0.9112783   ,0.7963      ,13428561.5  ,36210519    ,48917241.5  ,71699199    ,93278091.5  ,116060049   
zipf_1.4_0.0.tr     ,100000      ,LRU         ,9148143     ,851857      ,0.9148143   ,0.808       ,13092641.5  ,35962999    ,47166921.5  ,70037279    ,89759771.5  ,112630129   
zipf_1.4_0.0.tr     ,200000      ,LRU         ,9361579     ,638421      ,0.9361579   ,0.7921      ,11064999.5  ,34468947    ,36601839.5  ,60005787    ,68522889.5  ,91926837    
zipf_1.4_0.0.tr     ,300000      ,LRU         ,9460772     ,539228      ,0.9460772   ,0.8042      ,10122666.0  ,33774596    ,31691786.0  ,55343716    ,58653186.0  ,82305116    
zipf_1.4_0.0.tr     ,400000      ,LRU         ,9507025     ,492975      ,0.9507025   ,0.7934      ,9683262.5   ,33450825    ,29402262.5  ,53169825    ,54051012.5  ,77818575    
zipf_1.4_0.0.tr     ,500000      ,LRU         ,9517849     ,482151      ,0.9517849   ,0.8546      ,9580434.5   ,33375057    ,28866474.5  ,52661097    ,52974024.5  ,76768647    
zipf_1.4_0.0.tr     ,600000      ,LRU         ,9517849     ,482151      ,0.9517849   ,0.7874      ,9580434.5   ,33375057    ,28866474.5  ,52661097    ,52974024.5  ,76768647    
zipf_1.4_0.0.tr     ,700000      ,LRU         ,9517849     ,482151      ,0.9517849   ,0.8825      ,9580434.5   ,33375057    ,28866474.5  ,52661097    ,52974024.5  ,76768647    
zipf_1.4_0.0.tr     ,800000      ,LRU         ,9517849     ,482151      ,0.9517849   ,0.7902      ,9580434.5   ,33375057    ,28866474.5  ,52661097    ,52974024.5  ,76768647    
zipf_1.4_0.0.tr     ,900000      ,LRU         ,9517849     ,482151      ,0.9517849   ,0.7912      ,9580434.5   ,33375057    ,28866474.5  ,52661097    ,52974024.5  ,76768647    
zipf_1.4_0.0.tr     ,1000000     ,LRU         ,9517849     ,482151      ,0.9517849   ,0.78        ,9580434.5   ,33375057    ,28866474.5  ,52661097    ,52974024.5  ,76768647    
zipf_1.5_0.0.tr     ,1000        ,LRU         ,9051291     ,2948709     ,0.75427425  ,0.7734      ,34012735.5  ,56640963    ,151961095.5 ,174589323   ,299396545.5 ,322024773   
zipf_1.5_0.0.tr     ,2000        ,LRU         ,9453739     ,2546261     ,0.7878115833333333,0.7781      ,30189479.5  ,53823827    ,132039919.5 ,155674267   ,259352969.5 ,282987317   
zipf_1.5_0.0.tr     ,3000        ,LRU         ,9670356     ,2329644     ,0.805863    ,0.7733      ,28131618.0  ,52307508    ,121317378.0 ,145493268   ,237799578.0 ,261975468   
zipf_1.5_0.0.tr     ,4000        ,LRU         ,9816762     ,2183238     ,0.8180635   ,0.7552      ,26740761.0  ,51282666    ,114070281.0 ,138612186   ,223232181.0 ,247774086   
