Trace               ,Cache Size  ,Policy      ,Hits        ,Misses      ,Hit Ratio   , Time(s)     ,DynamodbDRAM,DynamodbSSD ,MongodbDRAM ,MongodbSSD  ,SqlDRAM     ,SqlSSD      
zipf_2.0_0.0.tr     ,10000       ,LRU         ,20232100    ,1767900     ,0.9196409090909091,0.7232      ,27795050.0  ,78375300    ,98511050.0  ,149091300   ,186906050.0 ,237486300   
zipf_2.0_0.0.tr     ,20000       ,LRU         ,20531769    ,1468231     ,0.9332622272727272,0.7346      ,24948194.5  ,76277617    ,83677434.5  ,135006857   ,157088984.5 ,208418407   
zipf_2.0_0.0.tr     ,30000       ,LRU         ,20695825    ,1304175     ,0.9407193181818182,0.7354      ,23389662.5  ,75129225    ,75556662.5  ,127296225   ,140765412.5 ,192504975   
zipf_2.0_0.0.tr     ,40000       ,LRU         ,20807954    ,1192046     ,0.9458160909090909,0.7256      ,22324437.0  ,74344322    ,70006277.0  ,122026162   ,129608577.0 ,181628462   
zipf_2.0_0.0.tr     ,50000       ,LRU         ,20891914    ,1108086     ,0.9496324545454545,0.7244      ,21526817.0  ,73756602    ,65850257.0  ,118080042   ,121254557.0 ,173484342   
zipf_2.0_0.0.tr     ,60000       ,LRU         ,20959393    ,1040607     ,0.9526996818181818,0.7231      ,20885766.5  ,73284249    ,62510046.5  ,114908529   ,114540396.5 ,166938879   
zipf_2.0_0.0.tr     ,70000       ,LRU         ,21015636    ,984364      ,0.9552561818181818,0.7319      ,20351458.0  ,72890548    ,59726018.0  ,112265108   ,108944218.0 ,161483308   
zipf_2.0_0.0.tr     ,80000       ,LRU         ,21062706    ,937294      ,0.9573957272727273,0.7296      ,19904293.0  ,72561058    ,57396053.0  ,110052818   ,104260753.0 ,156917518   
zipf_2.0_0.0.tr     ,90000       ,LRU         ,21103736    ,896264      ,0.9592607272727273,0.7225      ,19514508.0  ,72273848    ,55365068.0  ,108124408   ,100178268.0 ,152937608   
zipf_2.0_0.0.tr     ,100000      ,LRU         ,21139715    ,860285      ,0.9608961363636364,0.7202      ,19172707.5  ,72021995    ,53584107.5  ,106433395   ,96598357.5  ,149447645   
zipf_2.0_0.0.tr     ,200000      ,LRU         ,21356637    ,643363      ,0.9707562272727273,0.7345      ,17111948.5  ,70503541    ,42846468.5  ,96238061    ,75014618.5  ,128406211   
zipf_2.0_0.0.tr     ,300000      ,LRU         ,21457407    ,542593      ,0.9753366818181818,0.7395      ,16154633.5  ,69798151    ,37858353.5  ,91501871    ,64988003.5  ,118631521   
zipf_2.0_0.0.tr     ,400000      ,LRU         ,21504634    ,495366      ,0.9774833636363637,0.7386      ,15705977.0  ,69467562    ,35520617.0  ,89282202    ,60288917.0  ,114050502   
zipf_2.0_0.0.tr     ,500000      ,LRU         ,21516062    ,483938      ,0.9780028181818182,0.7391      ,15597411.0  ,69387566    ,34954931.0  ,88745086    ,59151831.0  ,112941986   
zipf_2.0_0.0.tr     ,600000      ,LRU         ,21516062    ,483938      ,0.9780028181818182,0.7418      ,15597411.0  ,69387566    ,34954931.0  ,88745086    ,59151831.0  ,112941986   
zipf_2.0_0.0.tr     ,700000      ,LRU         ,21516062    ,483938      ,0.9780028181818182,0.7321      ,15597411.0  ,69387566    ,34954931.0  ,88745086    ,59151831.0  ,112941986   
zipf_2.0_0.0.tr     ,800000      ,LRU         ,21516062    ,483938      ,0.9780028181818182,0.7195      ,15597411.0  ,69387566    ,34954931.0  ,88745086    ,59151831.0  ,112941986   
zipf_2.0_0.0.tr     ,900000      ,LRU         ,21516062    ,483938      ,0.9780028181818182,0.718       ,15597411.0  ,69387566    ,34954931.0  ,88745086    ,59151831.0  ,112941986   
zipf_2.0_0.0.tr     ,1000000     ,LRU         ,21516062    ,483938      ,0.9780028181818182,0.7105      ,15597411.0  ,69387566    ,34954931.0  ,88745086    ,59151831.0  ,112941986   
